provider,offer_state,offer_created,offer_id,buuid,trading_name,business_type,industry_l1,industry_l2,industry_l3,retail_location,intended_product,primary_service,province,current_transaction_profile,current_size,owner_nationality
Retail Capital,5. offer rejected : provider,2021-10-12 10:12:57,1634033576812-9085d61e-d19e-4467-a387-a1e620d5f4e8,1591188999854-da77ff0f-1770-42af-b210-ca5a208be11f,Butcher X Chef,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Mpumalanga,Weekly,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-07 10:23:25,1633602204688-4eff38cc-ff3f-4dc9-b214-ef9ce9e42e47,1591188999854-da77ff0f-1770-42af-b210-ca5a208be11f,Butcher X Chef,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Mpumalanga,Weekly,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-12 09:59:18,1634032758467-649eb90d-a356-4d36-8dcd-6a73acb3939b,1591188999854-da77ff0f-1770-42af-b210-ca5a208be11f,Butcher X Chef,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Mpumalanga,Weekly,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-05 14:10:02,1633443002075-229957c9-5d62-4f22-a920-8c1c62a2036d,1591188999854-da77ff0f-1770-42af-b210-ca5a208be11f,Butcher X Chef,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Mpumalanga,Weekly,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-21 09:29:41,1637486980967-48e5a51d-4a93-47a3-92b2-83aabafcd86e,1491195056982-bff0eed0-c3f4-4e0c-8cc3-339b1cac769e,Cape Craft Inc,Company,Retail,Retail home,Furniture / Home goods,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-25 11:59:12,1637841551995-dce41626-849e-4597-aa54-a3ca6c154a18,1553240453152-57268279-b346-415c-9f24-72d403ffc7e4,Bargain furnitures,Sole Proprietor,Retail,Retail home,Furniture / Home goods,Yoco Online,In-Person,Card Machine,Free State,Weekly,3 - very_small,South African
Lulalend,5. offer rejected : provider,2021-11-20 10:16:03,b711c2ed-eb86-4efe-984d-ce8bd5c4f63b,1562086972262-853d30bf-52d0-46e0-b471-1b717a050a27,Persian carpet,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Western Cape,Daily,5 - small_2,Foreigner
Retail Capital,5. offer rejected : provider,2021-11-12 09:19:18,1636708757603-1a6e6ed9-aa17-4074-91b5-eb47897c3f7e,1562086972262-853d30bf-52d0-46e0-b471-1b717a050a27,Persian carpet,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Western Cape,Daily,5 - small_2,Foreigner
Retail Capital,5. offer rejected : provider,2021-11-11 12:54:37,1636635277051-ccb093c2-6589-4f74-947a-5b5c7b109f01,1562086972262-853d30bf-52d0-46e0-b471-1b717a050a27,Persian carpet,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Western Cape,Daily,5 - small_2,Foreigner
Lulalend,5. offer rejected : provider,2021-11-20 02:02:27,1a1a6126-818f-427d-a158-5e5737f64420,1562086972262-853d30bf-52d0-46e0-b471-1b717a050a27,Persian carpet,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Western Cape,Daily,5 - small_2,Foreigner
Lulalend,5. offer rejected : provider,2021-11-21 02:02:49,524dd556-e59e-4fab-b579-0f6a109df6a4,1562086972262-853d30bf-52d0-46e0-b471-1b717a050a27,Persian carpet,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Western Cape,Daily,5 - small_2,Foreigner
Retail Capital,5. offer rejected : provider,2021-11-13 08:35:50,1636792550335-46b80976-c17d-41bf-ad70-00fa06610dfd,1562086972262-853d30bf-52d0-46e0-b471-1b717a050a27,Persian carpet,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Western Cape,Daily,5 - small_2,Foreigner
Retail Capital,5. offer rejected : provider,2021-09-21 15:36:17,1632238577039-4b7179e8-e4a5-4ea3-bd09-4365c4a8a9d0,1566550272160-93cba9f5-e3c9-44c7-80f2-d1077855695b,Wanderlust Coffee Co,Company,"Food, drink and hospitality",Takeaway,Food truck / cart,Yoco Online,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-09-06 08:02:34,1630915353780-ff908941-91da-48cb-bda0-f1a27df16a5a,1579147272986-ee58e4c0-16ce-48d1-b579-6b0dafa9ee2f,Makwarela general dealer,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Gauteng,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-09-17 03:50:52,1631850651586-263ce358-ec24-4b97-b143-8706901fc137,1579090622924-c53eb2f6-d145-4d38-bf15-50d7969387f5,Spasie,Company,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Western Cape,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-09-02 04:30:25,1630557024580-e3318ae9-cc5d-4067-ae2d-fee451abac39,1580403662231-04676b95-888a-4b63-a9a7-74f1c23d03f5,Battery Hook Up Safety Ware And Services,Company,Professional services,Other services,Other,Yoco Online,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-08 08:05:08,1633680308090-cd409d95-86e3-4d5d-ad18-4e762128a5f0,1582533813745-f64f36a2-8efb-4ca4-b492-0ffb2b88cefd,Koeberg Taxi & Motor spares,Company,Retail,Retail transport,Automotive Parts/Accessories,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-12 12:27:41,1634041661114-21200518-973f-4890-b45e-6f112c29b1c0,1584028974569-c000587d-4126-4149-b234-341d04b50735,GiGi Boutique,Sole Proprietor,Retail,Retail apparel,Clothing and Accessories,Yoco Online,In-Person,Card Machine,Gauteng,Daily,4 - small_1,South African
Lulalend,5. offer rejected : provider,2021-10-08 09:32:10,9e7cfe50-e091-4bea-9f20-c38f33aa2a2d,1584088291949-94b92ebb-a45d-4fc7-9300-063756504f30,EQiGate(Pty)Ltd,Company,"Healthcare, beauty and fitness",Health,Medical & Health Practitioners/Services,Yoco Online,In-Person,Card Machine,Gauteng,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-09-09 08:54:58,1631177697581-ae53d55e-adb8-4ca9-be76-5926094a1fcb,1584359884562-4995383c-0d1d-4c39-a4ca-d86e1325a0e0,Tobs Wraps,Company,"Food, drink and hospitality",Sit-in,Restaurant,Yoco Online,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-09-29 07:14:34,1632899674271-5caec836-ae73-4e00-85ab-d9840cfeb172,1592736443622-d75a5636-8af5-4baa-828d-a1626342fcdc,Soul Thai Silverlakes,Company,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Incredible Connection,In-Person,Card Machine,Gauteng,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-11-19 11:14:20,1637320460496-ba4b4c5f-375f-4691-b119-d0bb103e2501,1483547333199-ce963a9c-4662-443e-9d52-8a4291ceb81f,Thrift Emporium,Sole Proprietor,Retail,Retail apparel,Clothing and Accessories,Yoco Online,In-Person,Card Machine,Western Cape,Weekly,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-14 10:32:11,1634207531265-4f2c72f4-c827-4d28-901f-8cf3e73291e1,1510659877007-51c26bb3-ce5d-406c-9c2c-d942970fa2f5,You bet it’s ice cream,Sole Proprietor,"Food, drink and hospitality",Other food,Other,Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-12 13:36:53,1634045812506-d17f3579-6c84-48ee-b104-537cfc000c29,1526029675245-27abb22b-94de-4a16-bac5-29289a9ece6e,CIRCA fabrics,Sole Proprietor,Retail,Other retail,Other Retail,Yoco Online,In-Person,Card Machine,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-13 08:19:43,1634113183056-260aa4a9-90f5-4620-bf7a-fbb338c78eb2,1526029675245-27abb22b-94de-4a16-bac5-29289a9ece6e,CIRCA fabrics,Sole Proprietor,Retail,Other retail,Other Retail,Yoco Online,In-Person,Card Machine,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-22 09:09:45,1637572184996-20f261b8-453a-4d89-8c2e-3074d840ea9c,1498144622675-cd9a0afc-2435-48d8-9199-c543c709d22b,Lords Salon,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-12 09:43:15,1634031795106-e6fa021b-8657-422d-9b05-afa31f773d59,1571048789474-d419ea0c-0926-4673-8d74-1f66860870db,Shakhu Lifestyle,Company,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Gauteng,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-10-07 15:11:47,1633619507417-358bf6f0-168f-40cf-b844-463bcd92766d,1571246571363-80681c98-3c08-4b92-a609-d64068538b26,Maxcene Hairstudio,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-26 10:49:18,1635245358313-63864030-bc27-4b7c-95e7-6021152bf5cc,1576389016603-8417d344-f941-4a67-ab9f-2da540e7208a,Incredible hair and beauty,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Western Cape,Weekly,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-22 11:58:32,1637582312293-934582cc-d47f-43e0-bf80-ef6858661568,1584127344675-bf382bff-4ce5-470a-98e4-dc8db83e03de,IRON-HILLS,Company,Retail,Other retail,Pet store,Other,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-22 13:04:21,1637586261247-3c7bb3fc-6797-4c95-8d3a-01644d90653e,1584127344675-bf382bff-4ce5-470a-98e4-dc8db83e03de,IRON-HILLS,Company,Retail,Other retail,Pet store,Other,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Lulalend,5. offer rejected : provider,2021-11-03 02:32:27,deba5969-3f02-4fd9-aa74-7e0f017ac8d9,1559749309028-6402be7e-4423-4a44-bad2-c67223989a85,U&N parts distributors,Company,Retail,Retail transport,Automotive Parts/Accessories,Yoco Online,In-Person,Card Machine,Mpumalanga,Daily,5 - small_2,South African
Lulalend,5. offer rejected : provider,2021-10-28 02:17:46,9d6ba68f-9450-4951-b165-93a94af2f601,1559749309028-6402be7e-4423-4a44-bad2-c67223989a85,U&N parts distributors,Company,Retail,Retail transport,Automotive Parts/Accessories,Yoco Online,In-Person,Card Machine,Mpumalanga,Daily,5 - small_2,South African
Lulalend,5. offer rejected : provider,2021-10-01 01:49:29,15d9092c-40ac-4800-b7bb-40eda5637248,1589961365391-2b9a3838-cfe4-494d-be95-264ca3b038e7,wadees hardware,Company,Home and repair,Other repair,Other Home & Repair,Yoco Online,In-Person,Card Machine,Gauteng,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-11-22 14:33:33,1637591613251-ea55a260-3053-40d9-bd26-5d81733edd2a,1595282121192-b716e908-9ff5-4e1c-a59b-fc495f57916f,The Sandwich Shack,Company,"Food, drink and hospitality",Takeaway,Bakery,Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-18 11:51:08,1637236267891-49e5fa9d-8af7-48a0-8a4d-5a97c2da9282,1595172261981-e52d1b9d-5f73-423a-9cf8-2ec40edcd165,CLUB  10,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-24 08:58:34,1637744313660-64ddc4a4-bfdf-44b5-a0e5-671da590adde,1596099472752-a0247d8f-c922-4438-be2d-5034be12da8f,B’Spoke Café,Sole Proprietor,"Food, drink and hospitality",Sit-in,Café,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-18 08:45:33,1637225132768-9c054f31-941f-441c-a5e1-912e972d9fc0,1598260387230-b0c5f7f9-85f7-4626-985f-dd3cca86f197,Sebagomtrading and projects,Company,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Yoco Online,In-Person,Card Machine,Gauteng,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-09-16 14:45:33,1631803532790-9c9245bd-9fd5-4b98-8fbf-88ad6a80bdb8,1446720162513-27a5f622-458c-40f5-b2a0-7c24f44a3c21,South Coast Landscapes,Sole Proprietor,Home and repair,Home repair,Landscaping,Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-26 13:57:22,1637935042354-2df0bf0f-5045-41c4-ac4e-e80df661ffbe,1473793042878-6349b827-eb85-4969-a3a8-9b3fdcb84203,Lemon Sublime,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Gauteng,Weekly,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-18 13:52:06,1637243526068-291af7c9-693e-49c9-91f6-384984ec69cc,1503491920099-5eb65a5b-3c92-4e7b-b705-538a60cd5cc3,Formosa La Feet,Company,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,Foreigner
Retail Capital,5. offer rejected : provider,2021-11-19 16:02:42,1637337761981-3be66087-e95f-4927-b40c-a19bc1b461a4,1503491920099-5eb65a5b-3c92-4e7b-b705-538a60cd5cc3,Formosa La Feet,Company,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,Foreigner
Retail Capital,5. offer rejected : provider,2021-11-18 14:04:50,1637244290214-b674509a-4f46-4417-bc9f-909abab045be,1503491920099-5eb65a5b-3c92-4e7b-b705-538a60cd5cc3,Formosa La Feet,Company,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,Foreigner
Lulalend,5. offer rejected : provider,2021-11-08 02:17:10,6e73dec4-8a0e-4aef-99ef-3dd45cb5c985,1538045133844-6b2c010e-e10d-45f9-9ac8-da417fcd4f49,Castalia Marketing cc t/a The Framing Centre,Company,Retail,Retail art,Art Dealer/Gallery,Yoco Online,In-Person,Card Machine,Western Cape,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-11-09 16:48:04,1636476484265-d7f952ee-9318-439d-a900-7e51358c5ba7,1554136026625-5032c2d3-5665-4eb5-8511-be1622581483,Fynbos Guest Farm & Animal Sanctuary,Company,Travel and tourism,Other tourism,Other,Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-23 12:44:10,1637671450181-46b196ba-614b-432b-95eb-4a79a8d9e016,1561649164694-6705d60b-716d-4fdf-92d5-87a76d170060,ODILA FURNITURE,Company,Retail,Retail home,Furniture / Home goods,Yoco Online,In-Person,Card Machine,Western Cape,Daily,2 - micro,Foreigner
Lulalend,5. offer rejected : provider,2021-11-16 02:45:31,db17762f-b6d1-46cd-bea4-32db5192f097,1578070189347-46a26fa5-f2ff-47a5-ac3c-b71cc054f2f8,SA Supermarket,Sole Proprietor,Retail,Retail home,Food/Beverage/Grocery,Yoco Online,In-Person,Card Machine,North West,Daily,5 - small_2,Foreigner
Retail Capital,5. offer rejected : provider,2021-09-06 14:34:02,1630938841640-44da9624-445f-4cb3-82a2-9b04bbf9f903,1578918956457-d6904094-f207-4166-9420-f0ca1a275a87,NTATES MOTOR SPARES,Sole Proprietor,Retail,Retail transport,Automotive Parts/Accessories,Incredible Connection,In-Person,Card Machine,North West,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-05 08:27:06,1633422426336-8292ac5b-a3f0-4909-bfee-3c62988c8b83,1578071147055-162335f1-b5d4-4641-8173-2a12c7c30520,Thandabantu store,Sole Proprietor,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Kwazulu-Natal,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-07 19:08:04,1636312083580-821da2bb-e344-462a-a254-01a2510cdcdb,1588848041740-384c66c5-1448-4812-8d05-b38e3c99ebc0,BWS Boerdery (Pty) ltd.,Company,"Food, drink and hospitality",Takeaway,Food truck / cart,Yoco Online,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-04 09:31:10,1636018269810-5043d805-1111-49b1-b164-9ddb0a4e6573,1591500802732-90d6f347-4736-46f4-adca-de4520293e2a,Golden rewards 1405 cc,Company,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Incredible Connection,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-09-01 08:54:09,1630486449247-432e1279-6197-478c-ae83-6d8eb8bc1257,1598947999844-23f5aeaa-caa1-4b4b-ad14-d4d9dc752ee4,Leather Craft,Sole Proprietor,Retail,Retail apparel,Clothing and Accessories,Foschini,In-Person,Card Machine,Western Cape,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-22 13:40:42,1637588441543-5e2395d9-c1af-4204-a743-7c0aac3a3888,1603177181947-760777b2-7ac6-428a-8b4d-facb40e0037f,LuviesFood,Company,"Food, drink and hospitality",Takeaway,Food truck / cart,Yoco Online,In-Person,Card Machine,Gauteng,Weekly,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-11-22 13:45:49,1637588748621-7c030ff7-1827-4fc5-84e4-52ea1707cb81,1603177181947-760777b2-7ac6-428a-8b4d-facb40e0037f,LuviesFood,Company,"Food, drink and hospitality",Takeaway,Food truck / cart,Yoco Online,In-Person,Card Machine,Gauteng,Weekly,4 - small_1,South African
Lulalend,5. offer rejected : provider,2021-11-03 01:33:06,98de0c7e-cd2d-44cd-813b-6e932dd7ea4a,1537776497168-7927fc24-4d77-4d5a-b2ec-98602f920bf0,Outdoor & All Pty Ltd,Sole Proprietor,Leisure and entertainment,Public,Ticketing,Yoco Online,In-Person,Card Machine,Gauteng,Daily,5 - small_2,South African
Retail Capital,5. offer rejected : provider,2021-11-18 14:53:14,1637247194266-8b0dfd56-19aa-47de-970f-cfa074f758b9,1547072155388-6473e8ed-1a3f-45af-a8e1-97420b9aaf9f,Hester Smit Fisioterapie,Sole Proprietor,"Healthcare, beauty and fitness",Health,Medical & Health Practitioners/Services,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-04 14:37:38,1633358258188-6161965c-3b80-4dec-b9aa-f67999fa62f4,1552412048292-b1246b83-3799-4be1-ba45-6e041354db07,Princessa Cafeteria,Sole Proprietor,"Food, drink and hospitality",Sit-in,Café,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-09 18:12:31,1636481551221-3c8a43f9-477d-46ed-8984-3c98c0a09f83,1553192471810-40369f98-6533-4520-828c-7ca23266014e,New Era Tarvern,Sole Proprietor,"Food, drink and hospitality",Sit-in,Bar/Club/Wine Farm,Incredible Connection,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-06 07:47:18,1633506438221-da8c07aa-0a73-41f2-8b4f-e72551a687e5,1556802952350-5f5a9b37-64c6-4dde-aab6-8fbe42ca70bd,We Do Dry Cleaning,Company,Home and repair,Home repair,Cleaning/Laundry Services,Shopify,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-01 15:54:36,1633103676154-d53736fc-a146-46e2-a758-7bd9298aea0d,1574885425305-1557d695-5fc8-4077-a237-c5fa8fc0c32b,De La Rosca Interior and Gifts,Sole Proprietor,Retail,Retail home,Furniture / Home goods,Yoco Online,In-Person,Card Machine,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-24 06:36:30,1635057390247-8ef4e50c-e90e-4d32-8df5-eba3de4e80aa,1557397298991-b1aad3fd-3d95-4921-85d9-04a504c28606,Buli Tuckshop,Sole Proprietor,"Food, drink and hospitality",Sit-in,Café,Yoco Online,In-Person,Card Machine,Mpumalanga,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-27 10:41:52,1635331311642-f3b5f100-c2ab-438e-b6bf-b5d869a8469b,1557397298991-b1aad3fd-3d95-4921-85d9-04a504c28606,Buli Tuckshop,Sole Proprietor,"Food, drink and hospitality",Sit-in,Café,Yoco Online,In-Person,Card Machine,Mpumalanga,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-16 14:19:53,1634393993063-61084778-4ce2-40db-92a7-46e8aba250ce,1557397298991-b1aad3fd-3d95-4921-85d9-04a504c28606,Buli Tuckshop,Sole Proprietor,"Food, drink and hospitality",Sit-in,Café,Yoco Online,In-Person,Card Machine,Mpumalanga,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-14 17:49:56,1634233796450-d2fdf986-890a-4e2c-aaa8-767e91789a51,1557397298991-b1aad3fd-3d95-4921-85d9-04a504c28606,Buli Tuckshop,Sole Proprietor,"Food, drink and hospitality",Sit-in,Café,Yoco Online,In-Person,Card Machine,Mpumalanga,Daily,4 - small_1,South African
Retail Capital,5. offer rejected : provider,2021-10-21 10:17:07,1634811426839-2ad1effb-baaf-497b-87d5-9eb035ca2c9a,1557397298991-b1aad3fd-3d95-4921-85d9-04a504c28606,Buli Tuckshop,Sole Proprietor,"Food, drink and hospitality",Sit-in,Café,Yoco Online,In-Person,Card Machine,Mpumalanga,Daily,4 - small_1,South African
Lulalend,5. offer rejected : provider,2021-11-16 11:18:14,c8369295-4b5c-49a4-a522-b74fd2bc7948,1581633732665-416ca8f8-dc68-4567-be17-c6ed13609eb0,City stay,Sole Proprietor,Travel and tourism,Accomodation,Bed and Breakfast,Incredible Connection,In-Person,Card Machine,Free State,Daily,5 - small_2,Foreigner
Lulalend,5. offer rejected : provider,2021-10-21 02:01:09,c81cb7d7-e482-4a7b-87fc-8baceff16d05,1590499577377-4ed52176-0174-45f2-b265-49ed31d11aaf,Tech Bar Investments,Company,Online,Online,Online Retail,Yoco Online,Online,Payment Request,Gauteng,Daily,7 - medium,South African
Retail Capital,5. offer rejected : provider,2021-09-10 17:22:22,1631294542073-efdfffc9-19ac-4bd4-8c3f-1e61aebb36ec,1598380337291-820a2259-0974-412c-a375-339fcc55df67,Miku Holdings,Company,"Food, drink and hospitality",Takeaway,Caterer,Incredible Connection,In-Person,Card Machine,Western Cape,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-11-09 13:51:33,1636465892840-cdbed9d6-320b-4bbb-a758-dd13f6551623,1604866643413-8080c541-532e-4f4d-a669-eafa2ec56373,Culture Vulture,Company,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Takealot,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-10-20 12:38:51,1634733530674-8686c4a0-cf80-4477-bf6f-c4ddb2525f49,1605166815002-fb4120cc-b7f9-450a-8b41-76017111472d,Corndogs RSA,Company,"Food, drink and hospitality",Sit-in,Restaurant,Incredible Connection,In-Person,Card Machine,Gauteng,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-11-16 14:41:58,1637073717659-1d0b0425-a4dd-4050-b5d7-43b01bc7430b,1560980106953-1fd4c500-e013-44cb-a663-fb904e9e1853,Gueye and Brother Trading invest,Company,Retail,Retail apparel,Clothing and Accessories,Yoco Online,In-Person,Card Machine,Eastern Cape,Daily,2 - micro,Foreigner
Retail Capital,5. offer rejected : provider,2021-11-15 07:21:27,1636960886882-e3c3bf24-22c7-4b63-a5f2-e8a5e5ab50f1,1497472885653-6d63ed48-c77e-479f-b686-173d77c83803,The style studio,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Hair salon / barber shop,Yoco Online,In-Person,Card Machine,Mpumalanga,Daily,2 - micro,South African
Retail Capital,5. offer rejected : provider,2021-10-04 11:31:16,1633347075897-14b594b2-90b0-4c4a-94ec-7d692338f7d2,1574753782569-9d027aaa-ea4c-4006-a310-b473eaf09bfe,Monarch Tattoo Co,Company,Personal services,Personal services,Other Services,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
Retail Capital,5. offer rejected : provider,2021-09-27 09:35:57,1632735356994-e1743061-a53b-4334-b639-388df5a05702,1575014881341-589a98e4-84c2-4fc3-86ad-134416c86877,Arebehara trading,Company,Retail,Other retail,Other Retail,Yoco Store Johannesburg,In-Person,Card Machine,Gauteng,Daily,3 - very_small,Foreigner
Retail Capital,5. offer rejected : provider,2021-10-20 18:54:02,1634756042387-dd5a69f7-cb78-4f84-a64c-6cf6d6a8fe83,1575014881341-589a98e4-84c2-4fc3-86ad-134416c86877,Arebehara trading,Company,Retail,Other retail,Other Retail,Yoco Store Johannesburg,In-Person,Card Machine,Gauteng,Daily,3 - very_small,Foreigner
Retail Capital,5. offer rejected : provider,2021-11-19 12:49:23,1637326163486-891269a5-79bd-495b-8a89-241e67fee2a6,1593083234755-661be6ce-1b2b-4ab1-8e45-6749c58ccad8,kasai wholesale,Company,"Food, drink and hospitality",Other food,"Other Food, Drink & Hospitality",Yoco Online,In-Person,Card Machine,Western Cape,Daily,1 - low_volume,South African
Retail Capital,5. offer rejected : provider,2021-11-18 14:07:26,1637244446024-7abdb531-ebeb-476a-bfba-5816a52d6a57,1594982148060-6f5415e0-ace0-4abb-af71-6b5bf41bf62b,Formosa La Feet Massage CC,Company,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,Foreigner
Retail Capital,5. offer rejected : provider,2021-11-18 13:59:22,1637243961854-fa34ef50-f88c-463f-ba56-2ec2ec11134d,1594982148060-6f5415e0-ace0-4abb-af71-6b5bf41bf62b,Formosa La Feet Massage CC,Company,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Western Cape,Daily,4 - small_1,Foreigner
Retail Capital,5. offer rejected : provider,2021-09-14 07:50:02,1631605801987-b7fc92c2-0936-4646-a273-73cd9b4b7941,1598939031357-76ac0941-8e4c-4b16-9612-857516fdb422,Nails By Leah,Sole Proprietor,"Healthcare, beauty and fitness",Beauty,Beauty salon/Spa,Yoco Online,In-Person,Card Machine,Western Cape,Daily,3 - very_small,South African
